source,target,Type,Id,Label,timeset,weight
La Guardia,Tampa Intl,Directed,390,,,0.13
La Guardia,Raleigh-Durham Intll,Directed,391,,,0.0531
La Guardia,Memphis Intl,Directed,392,,,0.0987
Chicago Midway,La Guardia,Directed,393,,,0.0714
La Guardia,Kansas City Intl,Directed,394,,,0.1071
La Guardia,New Orleans Intl/Moisant Fld/,Directed,395,,,0.1326
La Guardia,Palm Beach Intl,Directed,396,,,0.1383
Bradley Intl,La Guardia,Directed,397,,,0.0126
General Mitchell Intll,La Guardia,Directed,398,,,0.0745
La Guardia,Southwest Florida Intl,Directed,399,,,0.1418
La Guardia,Norfolk Intl,Directed,400,,,0.039
Syracuse Hancock Intl,La Guardia,Directed,401,,,0.025
Greater Rochester Intl,La Guardia,Directed,402,,,0.0296
La Guardia,Louisville Intl,Directed,403,,,0.0654
La Guardia,Richmond Intll,Directed,404,,,0.0358
Portland Intl Jetport,La Guardia,Directed,405,,,0.0329
La Guardia,Eagle County Regional,Directed,406,,,0.1686
General Edward Lawrence Logan,Chicago O'hare Intl,Directed,407,,,0.0862
General Edward Lawrence Logan,Dallas/Fort Worth Intl,Directed,408,,,0.1605
General Edward Lawrence Logan,Los Angeles Intl,Directed,409,,,0.2545
General Edward Lawrence Logan,San Francisco Intl,Directed,410,,,0.2655
General Edward Lawrence Logan,John F Kennedy Intl,Directed,411,,,0.0218
General Edward Lawrence Logan,Stapleton Intl,Directed,412,,,0.1744
General Edward Lawrence Logan,Miami Intl,Directed,413,,,0.1652
General Edward Lawrence Logan,La Guardia,Directed,414,,,0.0211
General Edward Lawrence Logan,Newark Intl,Directed,415,,,0.0227
General Edward Lawrence Logan,Phoenix Sky Harbor Intl,Directed,416,,,0.2256
General Edward Lawrence Logan,Detroit Metropolitan Wayne Cou,Directed,417,,,0.0629
General Edward Lawrence Logan,Lambert-St Louis Intl,Directed,418,,,0.1045
Minneapolis-St Paul Intl/Wold-,General Edward Lawrence Logan,Directed,419,,,0.1156
General Edward Lawrence Logan,Mc Carran Intl,Directed,420,,,0.2328
General Edward Lawrence Logan,Orlando Intl,Directed,421,,,0.1431
General Edward Lawrence Logan,Pittsburgh Intll,Directed,422,,,0.0503
General Edward Lawrence Logan,Houston Intercontinental,Directed,423,,,0.1714
General Edward Lawrence Logan,Philadelphia Intl,Directed,424,,,0.0321
Seattle-Tacoma Intl,General Edward Lawrence Logan,Directed,425,,,0.2658
General Edward Lawrence Logan,Charlotte/Douglas Intl,Directed,426,,,0.0851
General Edward Lawrence Logan,Washington National,Directed,427,,,0.0455
General Edward Lawrence Logan,Salt Lake City Intl,Directed,428,,,0.2092
General Edward Lawrence Logan,Tampa Intl,Directed,429,,,0.1495
General Edward Lawrence Logan,Baltimore-Washington Intl,Directed,430,,,0.042
General Edward Lawrence Logan,Washington Dulles Intl,Directed,431,,,0.0464
General Edward Lawrence Logan,Raleigh-Durham Intll,Directed,432,,,0.0736
General Edward Lawrence Logan,Cincinnati/Northern Kentucky I,Directed,433,,,0.0765
General Edward Lawrence Logan,Fort Lauderdale/Hollywood Intl,Directed,434,,,0.1625
General Edward Lawrence Logan,Memphis Intl,Directed,435,,,0.1193
General Edward Lawrence Logan,Cleveland-Hopkins Intl,Directed,436,,,0.056
General Edward Lawrence Logan,Luis Munoz Marin Intl,Directed,437,,,0.23
General Edward Lawrence Logan,San Jose Intll,Directed,438,,,0.2638
General Edward Lawrence Logan,Indianapolis Intl,Directed,439,,,0.0819
General Edward Lawrence Logan,Palm Beach Intl,Directed,440,,,0.1568
General Mitchell Intll,General Edward Lawrence Logan,Directed,441,,,0.0863
General Edward Lawrence Logan,James M Cox Dayton Intl,Directed,442,,,0.0713
General Edward Lawrence Logan,Port Columbus Intl,Directed,443,,,0.0647
General Edward Lawrence Logan,Southwest Florida Intl,Directed,444,,,0.1608
Greater Buffalo Intl,General Edward Lawrence Logan,Directed,445,,,0.0398
General Edward Lawrence Logan,Norfolk Intl,Directed,446,,,0.0586
Syracuse Hancock Intl,General Edward Lawrence Logan,Directed,447,,,0.027
Greater Rochester Intl,General Edward Lawrence Logan,Directed,448,,,0.0348
General Edward Lawrence Logan,Richmond Intll,Directed,449,,,0.0565
Portland Intl Jetport,General Edward Lawrence Logan,Directed,450,,,0.0128
General Edward Lawrence Logan,Savannah Intll,Directed,451,,,0.1108
Chicago O'hare Intl,Newark Intl,Directed,452,,,0.0711
Newark Intl,Los Angeles Intl,Directed,453,,,0.2344
Newark Intl,San Francisco Intl,Directed,454,,,0.2472
Newark Intl,John F Kennedy Intl,Directed,455,,,0.002
Newark Intl,Miami Intl,Directed,456,,,0.1457
La Guardia,Newark Intl,Directed,457,,,0.0017
Newark Intl,Phoenix Sky Harbor Intl,Directed,458,,,0.2049
Newark Intl,Lambert-St Louis Intl,Directed,459,,,0.0845
Minneapolis-St Paul Intl/Wold-,Newark Intl,Directed,460,,,0.105
Newark Intl,Mc Carran Intl,Directed,461,,,0.2134
Newark Intl,Orlando Intl,Directed,462,,,0.1226
Newark Intl,Pittsburgh Intll,Directed,463,,,0.031
Newark Intl,Houston Intercontinental,Directed,464,,,0.1487
Seattle-Tacoma Intl,Newark Intl,Directed,465,,,0.2535
Newark Intl,Tampa Intl,Directed,466,,,0.1288
Newark Intl,Washington Dulles Intl,Directed,467,,,0.0237
Newark Intl,Raleigh-Durham Intll,Directed,468,,,0.0517
Newark Intl,Fort Lauderdale/Hollywood Intl,Directed,469,,,0.143
Newark Intl,Memphis Intl,Directed,470,,,0.097
Newark Intl,Luis Munoz Marin Intl,Directed,471,,,0.2166
Chicago Midway,Newark Intl,Directed,472,,,0.07
Newark Intl,Kansas City Intl,Directed,473,,,0.1055
Newark Intl,New Orleans Intl/Moisant Fld/,Directed,474,,,0.131
Newark Intl,Indianapolis Intl,Directed,475,,,0.0625
Newark Intl,Palm Beach Intl,Directed,476,,,0.1372
General Mitchell Intll,Newark Intl,Directed,477,,,0.0733
Newark Intl,Southwest Florida Intl,Directed,478,,,0.1406
Newark Intl,Jacksonville Intl,Directed,479,,,0.1047
Newark Intl,Norfolk Intl,Directed,480,,,0.0378
Syracuse Hancock Intl,Newark Intl,Directed,481,,,0.0251
Greater Rochester Intl,Newark Intl,Directed,482,,,0.0293
Theodore Francis Green State,Newark Intl,Directed,483,,,0.0171
Newark Intl,Sarasota/Bradenton Intl,Directed,484,,,0.134
Newark Intl,Richmond Intll,Directed,485,,,0.0344
Newark Intl,Piedmont Triad Intll,Directed,486,,,0.0528
Kent County Intl,Newark Intl,Directed,487,,,0.0616
Newark Intl,Cyril E King,Directed,488,,,0.2187
Portland Intl Jetport,Newark Intl,Directed,489,,,0.0344
Long Island Mac Arthur,Newark Intl,Directed,490,,,0.0055
Newark Intl,Savannah Intll,Directed,491,,,0.0893
Manchester,Newark Intl,Directed,492,,,0.0255
Newark Intl,Melbourne Intll,Directed,493,,,0.1247
Newark Intl,Yampa Valley,Directed,494,,,0.1684
Newark Intl,Mercedita,Directed,495,,,0.2201
San Francisco Intl,Phoenix Sky Harbor Intl,Directed,496,,,0.0662
Lambert-St Louis Intl,Phoenix Sky Harbor Intl,Directed,497,,,0.1214
Pittsburgh Intll,Phoenix Sky Harbor Intl,Directed,498,,,0.1754
Seattle-Tacoma Intl,Phoenix Sky Harbor Intl,Directed,499,,,0.1437
Salt Lake City Intl,Phoenix Sky Harbor Intl,Directed,500,,,0.0702
Phoenix Sky Harbor Intl,San Diego Intl-Lindbergh Fld,Directed,501,,,0.0271
San Jose Intll,Phoenix Sky Harbor Intl,Directed,502,,,0.0629
Phoenix Sky Harbor Intl,San Antonio Intl,Directed,503,,,0.0784
John Wayne Airport-Orange Coun,Phoenix Sky Harbor Intl,Directed,504,,,0.0299
Sacramento Metropolitan,Phoenix Sky Harbor Intl,Directed,505,,,0.0701
Reno/Tahoe Intll,Phoenix Sky Harbor Intl,Directed,506,,,0.0701
Tulsa Intl,Phoenix Sky Harbor Intl,Directed,507,,,0.0862
Phoenix Sky Harbor Intl,Tucson Intl,Directed,508,,,0.0137
Palm Springs Regional,Phoenix Sky Harbor Intl,Directed,509,,,0.0232
Phoenix Sky Harbor Intl,Yuma Mcas/Yuma Intl,Directed,510,,,0.0151
Detroit Metropolitan Wayne Cou,Chicago O'hare Intl,Directed,511,,,0.0233
Detroit Metropolitan Wayne Cou,Los Angeles Intl,Directed,512,,,0.1952
Detroit Metropolitan Wayne Cou,San Francisco Intl,Directed,513,,,0.2035
Detroit Metropolitan Wayne Cou,John F Kennedy Intl,Directed,514,,,0.051
Detroit Metropolitan Wayne Cou,Miami Intl,Directed,515,,,0.1577
Detroit Metropolitan Wayne Cou,La Guardia,Directed,516,,,0.0502
Detroit Metropolitan Wayne Cou,Newark Intl,Directed,517,,,0.049
Detroit Metropolitan Wayne Cou,Phoenix Sky Harbor Intl,Directed,518,,,0.1684
Detroit Metropolitan Wayne Cou,Lambert-St Louis Intl,Directed,519,,,0.0487
Minneapolis-St Paul Intl/Wold-,Detroit Metropolitan Wayne Cou,Directed,520,,,0.0563
Detroit Metropolitan Wayne Cou,Mc Carran Intl,Directed,521,,,0.1723
Detroit Metropolitan Wayne Cou,Orlando Intl,Directed,522,,,0.1321
Detroit Metropolitan Wayne Cou,Pittsburgh Intll,Directed,523,,,0.0229
Detroit Metropolitan Wayne Cou,Houston Intercontinental,Directed,524,,,0.1319
Detroit Metropolitan Wayne Cou,Philadelphia Intl,Directed,525,,,0.047
Seattle-Tacoma Intl,Detroit Metropolitan Wayne Cou,Directed,526,,,0.2046
Detroit Metropolitan Wayne Cou,Salt Lake City Intl,Directed,527,,,0.1464
Detroit Metropolitan Wayne Cou,San Diego Intl-Lindbergh Fld,Directed,528,,,0.1947
Detroit Metropolitan Wayne Cou,Tampa Intl,Directed,529,,,0.1362
Detroit Metropolitan Wayne Cou,Washington Dulles Intl,Directed,530,,,0.0434
Detroit Metropolitan Wayne Cou,Raleigh-Durham Intll,Directed,531,,,0.0649
Detroit Metropolitan Wayne Cou,Fort Lauderdale/Hollywood Intl,Directed,532,,,0.1552
Detroit Metropolitan Wayne Cou,Memphis Intl,Directed,533,,,0.0764
Detroit Metropolitan Wayne Cou,William P Hobby,Directed,534,,,0.1346
Detroit Metropolitan Wayne Cou,Chicago Midway,Directed,535,,,0.0228
Detroit Metropolitan Wayne Cou,Kansas City Intl,Directed,536,,,0.0643
Detroit Metropolitan Wayne Cou,New Orleans Intl/Moisant Fld/,Directed,537,,,0.122
Detroit Metropolitan Wayne Cou,San Jose Intll,Directed,538,,,0.2019
Portland Intl,Detroit Metropolitan Wayne Cou,Directed,539,,,0.2025
Detroit Metropolitan Wayne Cou,Indianapolis Intl,Directed,540,,,0.0282
Detroit Metropolitan Wayne Cou,Palm Beach Intl,Directed,541,,,0.1493
Detroit Metropolitan Wayne Cou,John Wayne Airport-Orange Coun,Directed,542,,,0.1938
General Mitchell Intll,Detroit Metropolitan Wayne Cou,Directed,543,,,0.0242
Detroit Metropolitan Wayne Cou,Southwest Florida Intl,Directed,544,,,0.15
Detroit Metropolitan Wayne Cou,Norfolk Intl,Directed,545,,,0.0626
Syracuse Hancock Intl,Detroit Metropolitan Wayne Cou,Directed,546,,,0.0379
Greater Rochester Intl,Detroit Metropolitan Wayne Cou,Directed,547,,,0.0302
Detroit Metropolitan Wayne Cou,Theodore Francis Green State,Directed,548,,,0.0609
Detroit Metropolitan Wayne Cou,Louisville Intl,Directed,549,,,0.0405
Detroit Metropolitan Wayne Cou,Sarasota/Bradenton Intl,Directed,550,,,0.1417
Detroit Metropolitan Wayne Cou,Richmond Intll,Directed,551,,,0.0545
Kent County Intl,Detroit Metropolitan Wayne Cou,Directed,552,,,0.0128
Detroit Metropolitan Wayne Cou,Harrisburg Intll,Directed,553,,,0.0387
Dane County Regional-Truax Fie,Detroit Metropolitan Wayne Cou,Directed,554,,,0.0317
Detroit Metropolitan Wayne Cou,Michiana Rgnl Transportation C,Directed,555,,,0.0159
Detroit Metropolitan Wayne Cou,Westchester County,Directed,556,,,0.0503
Detroit Metropolitan Wayne Cou,Fort Wayne Intll,Directed,557,,,0.0151
Austin Straubel Intll,Detroit Metropolitan Wayne Cou,Directed,558,,,0.0326
Capital City,Detroit Metropolitan Wayne Cou,Directed,559,,,0.0083
Mbs Intll,Detroit Metropolitan Wayne Cou,Directed,560,,,0.0131
Cherry Capital,Detroit Metropolitan Wayne Cou,Directed,561,,,0.0267
Chicago O'hare Intl,Honolulu Intl,Directed,562,,,0.4076
Los Angeles Intl,Honolulu Intl,Directed,563,,,0.2347
San Francisco Intl,Honolulu Intl,Directed,564,,,0.2389
Phoenix Sky Harbor Intl,Honolulu Intl,Directed,565,,,0.2609
Lambert-St Louis Intl,Honolulu Intl,Directed,566,,,0.3823
Minneapolis-St Paul Intl/Wold-,Honolulu Intl,Directed,567,,,0.3992
Mc Carran Intl,Honolulu Intl,Directed,568,,,0.2595
Seattle-Tacoma Intl,Honolulu Intl,Directed,569,,,0.3086
San Diego Intl-Lindbergh Fld,Honolulu Intl,Directed,570,,,0.2344
Ontario Intl,Honolulu Intl,Directed,571,,,0.2387
Honolulu Intl,Kahului,Directed,572,,,0.0086
Lihue,Honolulu Intl,Directed,573,,,0.0096
Honolulu Intl,Guam Intll,Directed,574,,,0.3011
Honolulu Intl,Keahole-Kona Intll,Directed,575,,,0.0179
Honolulu Intl,Hilo Intll,Directed,576,,,0.0212
Honolulu Intl,Molokai,Directed,577,,,0.0045
Honolulu Intl,Pago Pago Intl,Directed,578,,,0.3468
Honolulu Intl,Lanai,Directed,579,,,0.0071
Honolulu Intl,Johnston Atoll,Directed,580,,,0.0736
Honolulu Intl,Kapalua,Directed,581,,,0.0072
Lambert-St Louis Intl,Tampa Intl,Directed,582,,,0.1105
Lambert-St Louis Intl,Tulsa Intl,Directed,583,,,0.0373
Lambert-St Louis Intl,Tucson Intl,Directed,584,,,0.1225
Syracuse Hancock Intl,Lambert-St Louis Intl,Directed,585,,,0.0837
Lambert-St Louis Intl,Mc Ghee Tyson,Directed,586,,,0.0429
Sioux Gateway,Lambert-St Louis Intl,Directed,587,,,0.0465
Quincy Muni Baldwin Field,Lambert-St Louis Intl,Directed,588,,,0.0122
Lambert-St Louis Intl,Forney Aaf,Directed,589,,,0.0133
Minneapolis-St Paul Intl/Wold-,Chicago O'hare Intl,Directed,590,,,0.0388
Minneapolis-St Paul Intl/Wold-,San Francisco Intl,Directed,591,,,0.1639
Minneapolis-St Paul Intl/Wold-,Phoenix Sky Harbor Intl,Directed,592,,,0.1454
Minneapolis-St Paul Intl/Wold-,Lambert-St Louis Intl,Directed,593,,,0.0604
Minneapolis-St Paul Intl/Wold-,Pittsburgh Intll,Directed,594,,,0.0783
Minneapolis-St Paul Intl/Wold-,Philadelphia Intl,Directed,595,,,0.1033
Seattle-Tacoma Intl,Minneapolis-St Paul Intl/Wold-,Directed,596,,,0.1502
Minneapolis-St Paul Intl/Wold-,Salt Lake City Intl,Directed,597,,,0.1033
Minneapolis-St Paul Intl/Wold-,San Diego Intl-Lindbergh Fld,Directed,598,,,0.1685
Minneapolis-St Paul Intl/Wold-,Tampa Intl,Directed,599,,,0.1705
Minneapolis-St Paul Intl/Wold-,New Orleans Intl/Moisant Fld/,Directed,600,,,0.1431
Minneapolis-St Paul Intl/Wold-,San Jose Intll,Directed,601,,,0.163
Portland Intl,Minneapolis-St Paul Intl/Wold-,Directed,602,,,0.1498
Minneapolis-St Paul Intl/Wold-,Metropolitan Oakland Intl,Directed,603,,,0.1629
Minneapolis-St Paul Intl/Wold-,Ontario Intl,Directed,604,,,0.1617
Minneapolis-St Paul Intl/Wold-,John Wayne Airport-Orange Coun,Directed,605,,,0.1651
Minneapolis-St Paul Intl/Wold-,Sacramento Metropolitan,Directed,606,,,0.1562
Minneapolis-St Paul Intl/Wold-,Southwest Florida Intl,Directed,607,,,0.1847
Minneapolis-St Paul Intl/Wold-,Tucson Intl,Directed,608,,,0.1518
Minneapolis-St Paul Intl/Wold-,Louisville Intl,Directed,609,,,0.0745
Minneapolis-St Paul Intl/Wold-,Eppley Airfield,Directed,610,,,0.0368
Minneapolis-St Paul Intl/Wold-,Rapid City Regional,Directed,611,,,0.0508
Minneapolis-St Paul Intl/Wold-,Rochester Intll,Directed,612,,,0.01
Grand Forks Afb,Minneapolis-St Paul Intl/Wold-,Directed,613,,,0.0364
Chicago O'hare Intl,Mc Carran Intl,Directed,614,,,0.1498
Mc Carran Intl,Los Angeles Intl,Directed,615,,,0.0263
San Francisco Intl,Mc Carran Intl,Directed,616,,,0.0395
Mc Carran Intl,Phoenix Sky Harbor Intl,Directed,617,,,0.0299
Lambert-St Louis Intl,Mc Carran Intl,Directed,618,,,0.1288
Minneapolis-St Paul Intl/Wold-,Mc Carran Intl,Directed,619,,,0.1399
Mc Carran Intl,Orlando Intl,Directed,620,,,0.1873
Pittsburgh Intll,Mc Carran Intl,Directed,621,,,0.1828
Philadelphia Intl,Mc Carran Intl,Directed,622,,,0.2065
Seattle-Tacoma Intl,Mc Carran Intl,Directed,623,,,0.1144
Salt Lake City Intl,Mc Carran Intl,Directed,624,,,0.0477
Mc Carran Intl,San Diego Intl-Lindbergh Fld,Directed,625,,,0.0336
Mc Carran Intl,Tampa Intl,Directed,626,,,0.1834
Mc Carran Intl,Memphis Intl,Directed,627,,,0.1286
Chicago Midway,Mc Carran Intl,Directed,628,,,0.1499
Kansas City Intl,Mc Carran Intl,Directed,629,,,0.1085
San Jose Intll,Mc Carran Intl,Directed,630,,,0.0366
Portland Intl,Mc Carran Intl,Directed,631,,,0.0984
Metropolitan Oakland Intl,Mc Carran Intl,Directed,632,,,0.0392
Mc Carran Intl,San Antonio Intl,Directed,633,,,0.1056
Mc Carran Intl,Ontario Intl,Directed,634,,,0.023
Mc Carran Intl,John Wayne Airport-Orange Coun,Directed,635,,,0.0268
General Mitchell Intll,Mc Carran Intl,Directed,636,,,0.1535
Sacramento Metropolitan,Mc Carran Intl,Directed,637,,,0.0412
Reno/Tahoe Intll,Mc Carran Intl,Directed,638,,,0.0402
Mc Carran Intl,Tucson Intl,Directed,639,,,0.0436
Eppley Airfield,Mc Carran Intl,Directed,640,,,0.1101
Mc Carran Intl,Palm Springs Regional,Directed,641,,,0.0227
Chicago O'hare Intl,Orlando Intl,Directed,642,,,0.1337
San Francisco Intl,Orlando Intl,Directed,643,,,0.2268
Orlando Intl,Miami Intl,Directed,644,,,0.0257
Phoenix Sky Harbor Intl,Orlando Intl,Directed,645,,,0.1635
Lambert-St Louis Intl,Orlando Intl,Directed,646,,,0.1088
Minneapolis-St Paul Intl/Wold-,Orlando Intl,Directed,647,,,0.1685
Pittsburgh Intll,Orlando Intl,Directed,648,,,0.1153
Philadelphia Intl,Orlando Intl,Directed,649,,,0.1136
Salt Lake City Intl,Orlando Intl,Directed,650,,,0.1958
Orlando Intl,Tampa Intl,Directed,651,,,0.0076
Raleigh-Durham Intll,Orlando Intl,Directed,652,,,0.0722
Memphis Intl,Orlando Intl,Directed,653,,,0.0771
Orlando Intl,Luis Munoz Marin Intl,Directed,654,,,0.1232
Chicago Midway,Orlando Intl,Directed,655,,,0.1317
New Orleans Intl/Moisant Fld/,Orlando Intl,Directed,656,,,0.048
Orlando Intl,Palm Beach Intl,Directed,657,,,0.0178
General Mitchell Intll,Orlando Intl,Directed,658,,,0.1427
Orlando Intl,Southwest Florida Intl,Directed,659,,,0.0182
Syracuse Hancock Intl,Orlando Intl,Directed,660,,,0.1427
Theodore Francis Green State,Orlando Intl,Directed,661,,,0.1366
Orlando Intl,Sarasota/Bradenton Intl,Directed,662,,,0.0118
Orlando Intl,Cyril E King,Directed,663,,,0.1274
Savannah Intll,Orlando Intl,Directed,664,,,0.0353
Tallahassee Regional,Orlando Intl,Directed,665,,,0.0244
Pensacola Regional,Orlando Intl,Directed,666,,,0.0357
Pittsburgh Intll,San Francisco Intl,Directed,667,,,0.2163
Pittsburgh Intll,Lambert-St Louis Intl,Directed,668,,,0.0542
Seattle-Tacoma Intl,Pittsburgh Intll,Directed,669,,,0.2244
Pittsburgh Intll,San Diego Intl-Lindbergh Fld,Directed,670,,,0.2023
Pittsburgh Intll,Tampa Intl,Directed,671,,,0.1202
Pittsburgh Intll,Raleigh-Durham Intll,Directed,672,,,0.0447
Pittsburgh Intll,San Antonio Intl,Directed,673,,,0.14
Pittsburgh Intll,Sacramento Metropolitan,Directed,674,,,0.2114
Pittsburgh Intll,Southwest Florida Intl,Directed,675,,,0.1335
Syracuse Hancock Intl,Pittsburgh Intll,Directed,676,,,0.0326
Greater Rochester Intl,Pittsburgh Intll,Directed,677,,,0.0283
Theodore Francis Green State,Pittsburgh Intll,Directed,678,,,0.0463
Pittsburgh Intll,Louisville Intl,Directed,679,,,0.0357
Pittsburgh Intll,Sarasota/Bradenton Intl,Directed,680,,,0.1257
Pittsburgh Intll,Richmond Intll,Directed,681,,,0.0321
Pittsburgh Intll,Mc Ghee Tyson,Directed,682,,,0.0486
Portland Intl Jetport,Pittsburgh Intll,Directed,683,,,0.0588
Michiana Rgnl Transportation C,Pittsburgh Intll,Directed,684,,,0.0331
Toledo Express,Pittsburgh Intll,Directed,685,,,0.021
Pittsburgh Intll,Tri-Cities Regional Tn/Va,Directed,686,,,0.04
Stewart Int'l,Pittsburgh Intll,Directed,687,,,0.0327
Pittsburgh Intll,Mercer County,Directed,688,,,0.0277
Chicago O'hare Intl,Houston Intercontinental,Directed,689,,,0.1207
Los Angeles Intl,Houston Intercontinental,Directed,690,,,0.1233
San Francisco Intl,Houston Intercontinental,Directed,691,,,0.1558
Houston Intercontinental,Miami Intl,Directed,692,,,0.0865
La Guardia,Houston Intercontinental,Directed,693,,,0.1503
Phoenix Sky Harbor Intl,Houston Intercontinental,Directed,694,,,0.0911
Lambert-St Louis Intl,Houston Intercontinental,Directed,695,,,0.0876
Minneapolis-St Paul Intl/Wold-,Houston Intercontinental,Directed,696,,,0.1428
Mc Carran Intl,Houston Intercontinental,Directed,697,,,0.1165
Houston Intercontinental,Orlando Intl,Directed,698,,,0.073
Pittsburgh Intll,Houston Intercontinental,Directed,699,,,0.1265
Philadelphia Intl,Houston Intercontinental,Directed,700,,,0.1393
Seattle-Tacoma Intl,Houston Intercontinental,Directed,701,,,0.216
Salt Lake City Intl,Houston Intercontinental,Directed,702,,,0.1335
San Diego Intl-Lindbergh Fld,Houston Intercontinental,Directed,703,,,0.1143
Houston Intercontinental,Tampa Intl,Directed,704,,,0.0681
Houston Intercontinental,William P Hobby,Directed,705,,,0.0032
Kansas City Intl,Houston Intercontinental,Directed,706,,,0.0891
New Orleans Intl/Moisant Fld/,Houston Intercontinental,Directed,707,,,0.0259
San Jose Intll,Houston Intercontinental,Directed,708,,,0.1527
Portland Intl,Houston Intercontinental,Directed,709,,,0.2037
Indianapolis Intl,Houston Intercontinental,Directed,710,,,0.1038
Houston Intercontinental,Palm Beach Intl,Directed,711,,,0.0838
Houston Intercontinental,San Antonio Intl,Directed,712,,,0.0165
Ontario Intl,Houston Intercontinental,Directed,713,,,0.1198
John Wayne Airport-Orange Coun,Houston Intercontinental,Directed,714,,,0.12
Sacramento Metropolitan,Houston Intercontinental,Directed,715,,,0.1575
Houston Intercontinental,Southwest Florida Intl,Directed,716,,,0.0766
Will Rogers World,Houston Intercontinental,Directed,717,,,0.053
Tulsa Intl,Houston Intercontinental,Directed,718,,,0.0595
Jacksonville Intl,Houston Intercontinental,Directed,719,,,0.0698
Tucson Intl,Houston Intercontinental,Directed,720,,,0.082
Eppley Airfield,Houston Intercontinental,Directed,721,,,0.1082
Houston Intercontinental,Sarasota/Bradenton Intl,Directed,722,,,0.0696
Pensacola Regional,Houston Intercontinental,Directed,723,,,0.0419
Mobile Regional,Houston Intercontinental,Directed,724,,,0.0368
Houston Intercontinental,Mc Allen Miller Intl,Directed,725,,,0.0393
Lafayette Regional,Houston Intercontinental,Directed,726,,,0.0172
Elko Muni-J.C. Harris Field,Houston Intercontinental,Directed,727,,,0.1469
Philadelphia Intl,San Francisco Intl,Directed,728,,,0.241
Newark Intl,Philadelphia Intl,Directed,729,,,0.0095
Philadelphia Intl,Phoenix Sky Harbor Intl,Directed,730,,,0.1971
Philadelphia Intl,Lambert-St Louis Intl,Directed,731,,,0.0777
Pittsburgh Intll,Philadelphia Intl,Directed,732,,,0.0261
Salt Lake City Intl,Philadelphia Intl,Directed,733,,,0.1873
Philadelphia Intl,Tampa Intl,Directed,734,,,0.1196
Philadelphia Intl,Raleigh-Durham Intll,Directed,735,,,0.0423
Philadelphia Intl,Luis Munoz Marin Intl,Directed,736,,,0.2101
Philadelphia Intl,Southwest Florida Intl,Directed,737,,,0.1317
Syracuse Hancock Intl,Philadelphia Intl,Directed,738,,,0.0312
Greater Rochester Intl,Philadelphia Intl,Directed,739,,,0.0334
Theodore Francis Green State,Philadelphia Intl,Directed,740,,,0.0263
Philadelphia Intl,Sarasota/Bradenton Intl,Directed,741,,,0.1249
Philadelphia Intl,Richmond Intll,Directed,742,,,0.025
Portland Intl Jetport,Philadelphia Intl,Directed,743,,,0.044
Philadelphia Intl,Savannah Intll,Directed,744,,,0.08
Seattle-Tacoma Intl,San Francisco Intl,Directed,745,,,0.0938
Seattle-Tacoma Intl,Lambert-St Louis Intl,Directed,746,,,0.1826
Seattle-Tacoma Intl,Salt Lake City Intl,Directed,747,,,0.0825
Seattle-Tacoma Intl,San Jose Intll,Directed,748,,,0.0963
Seattle-Tacoma Intl,John Wayne Airport-Orange Coun,Directed,749,,,0.1334
Seattle-Tacoma Intl,Sacramento Metropolitan,Directed,750,,,0.0836
Seattle-Tacoma Intl,Yakima Air Terminal,Directed,751,,,0.0122
Seattle-Tacoma Intl,Roberts Field,Directed,752,,,0.031
Seattle-Tacoma Intl,Friedman Memorial,Directed,753,,,0.0555
Chicago O'hare Intl,Charlotte/Douglas Intl,Directed,754,,,0.0737
Charlotte/Douglas Intl,Dallas/Fort Worth Intl,Directed,755,,,0.0849
Charlotte/Douglas Intl,Los Angeles Intl,Directed,756,,,0.1911
San Francisco Intl,Charlotte/Douglas Intl,Directed,757,,,0.2122
John F Kennedy Intl,Charlotte/Douglas Intl,Directed,758,,,0.0634
Stapleton Intl,Charlotte/Douglas Intl,Directed,759,,,0.1295
Charlotte/Douglas Intl,Miami Intl,Directed,760,,,0.0901
La Guardia,Charlotte/Douglas Intl,Directed,761,,,0.0642
Newark Intl,Charlotte/Douglas Intl,Directed,762,,,0.0627
Charlotte/Douglas Intl,Phoenix Sky Harbor Intl,Directed,763,,,0.1591
Detroit Metropolitan Wayne Cou,Charlotte/Douglas Intl,Directed,764,,,0.068
Lambert-St Louis Intl,Charlotte/Douglas Intl,Directed,765,,,0.0586
Minneapolis-St Paul Intl/Wold-,Charlotte/Douglas Intl,Directed,766,,,0.1115
Mc Carran Intl,Charlotte/Douglas Intl,Directed,767,,,0.1744
Charlotte/Douglas Intl,Orlando Intl,Directed,768,,,0.0648
Pittsburgh Intll,Charlotte/Douglas Intl,Directed,769,,,0.0505
Charlotte/Douglas Intl,Houston Intercontinental,Directed,770,,,0.0887
Philadelphia Intl,Charlotte/Douglas Intl,Directed,771,,,0.0532
Seattle-Tacoma Intl,Charlotte/Douglas Intl,Directed,772,,,0.2408
Washington National,Charlotte/Douglas Intl,Directed,773,,,0.0401
Charlotte/Douglas Intl,San Diego Intl-Lindbergh Fld,Directed,774,,,0.186
Charlotte/Douglas Intl,Tampa Intl,Directed,775,,,0.0697
Washington Dulles Intl,Charlotte/Douglas Intl,Directed,776,,,0.0398
Raleigh-Durham Intll,Charlotte/Douglas Intl,Directed,777,,,0.0127
Cincinnati/Northern Kentucky I,Charlotte/Douglas Intl,Directed,778,,,0.0412
